PROVINCE	MUNICIPALITY/CITY	BARANGAY	HOUSEHOLD ID	FIRST NAME	MIDDLE NAME	LAST NAME	SEX	AGE	SOCIAL SERVICE / PROGRAM	TYPE OF ASSISTANCE PROVIDED	"SPECIFY (name of skill training, name of training, specific assistance, goods, amount, and others)"	"REMARKS (specify agency, individual, organization who provided the assistance and any other pertinent details)"	DATE RECEIVED (MM/DD/YYYY)
Laguna	Pangil	San Miguel	754	Ana	Carn	García	Male	44	KALAHI	GAD Trainings	2-day workshop	Caritas - Annual assistance. Contact: local coordinator	09/13/2021
Laguna	Magdalena	San Vicente	237	Janna	Gómez	López	Male	31	PWD_ASSISTANCE	Equipment/School Materials	Books	Community Organization - Pilot program	06/05/2022
Laguna	Pakil	Palingon	957	Clara	Cruz	Cruz	Male	76	SLP	Skills Training	Hairdressing	Anonymous Donor - Pilot program. Contact: local coordinator	02/17/2024
Laguna	Santa Maria	Calo	919	Clara	Santos	Pérez	Female	36	MEDICAL_SERVICES	GAD Trainings	2-day workshop	DepEd - Regular program. Contact: local coordinator	04/29/2021
Laguna	Paete	Masili	923	Ana	Pérez	Galang	Male	65	KALAHI	Skills Training	Carpentry	DOLE - Regular program	01/20/2024
Laguna	Magdalena	San Vicente	566	Pedro	Gómez	Cruz	Female	68	OTHER_PROGRAM	Financial	"PHP 10,000"	World Vision - Pilot program	06/21/2021
Laguna	Pagsanjan	Masaya	138	Miguel	García	García	Female	55	AICS	Financial	"PHP 3,000"	Private Donor - Regular program	12/24/2022
Laguna	Rizal	Barangay I (Poblacion)	473	Juan	Santos	Galang	Female	29	DISASTER_RELIEF_ASSISTANCE	Scholarship Grants	Enhanced support	Community Organization - Special initiative. Contact: main branch	04/06/2023
Laguna	San Pablo	San Miguel	845	Miguel	Cruz	Reyes	Male	20	EDUCATIONAL_ASSISTANCE	Voucher	Level 1 support	World Vision - Emergency response. Contact: regional office	02/14/2024
Laguna	Luisiana	San Miguel	784	Miguel	Pérez	Santos	Male	24	EDUCATIONAL_ASSISTANCE	Values Formation	1-day seminar	UNICEF - Emergency response	04/07/2025
Laguna	Lumban	Ulango	553	Juan	Carn	Cruz	Female	73	AICS	Cash for Work	Basic assistance	Private Donor - Pilot program	12/15/2021
Laguna	Pila	Súcol	610	Ana	Reyes	Pérez	Female	52	SOCIAL_PENSION	Transportation Allowance	Level 1 support	World Vision - Pilot program. Contact: regional office	07/21/2022
Laguna	Los Baños	Makiling	695	Miguel	Cruz	López	Male	42	EDUCATIONAL_ASSISTANCE	Skills Training	Sewing	UNICEF - Special initiative	04/21/2022
Laguna	Calamba	Parian	640	Juan	Reyes	Cruz	Female	66	DISASTER_RELIEF_ASSISTANCE	Medical Assistance	"PHP 10,000"	Local Government - Special initiative. Contact: local coordinator	01/08/2025
Laguna	Siniloan	San Agustín (Antipolo)	229	Pedro	Santos	Cruz	Female	32	OTHER_PROGRAM	Consultation/Medical Check-Up	"PHP 5,000"	DSWD - Pilot program. Contact: regional office	04/18/2021
Laguna	Alaminos	San Antonio	317	Miguel	García	Cruz	Female	36	SLP	Job Fair	Enhanced support	Caritas - Regular program	08/12/2022
Laguna	San Pablo	San Antonio	598	María	Pérez	Pérez	Female	77	SUPPLEMENTAL_FEEDING	Food for Work	Basic assistance	Private Donor - Pilot program. Contact: local coordinator	02/20/2024
Laguna	Biñan	San Roque	768	James	Carn	García	Female	36	MEDICAL_SERVICES	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Standard package	World Vision - Pilot program	05/30/2024
Laguna	Pila	Majada Labas	721	James	Pérez	García	Female	40	OTHER_CAPABILITY_BUILDING_SUPPORT	Transportation Allowance	Basic assistance	Community Organization - Annual assistance	01/22/2025
Laguna	Pagsanjan	San Vicente	727	James	Cruz	López	Female	28	LIVELIHOOD_ASSISTANCE	Leadership Skills Training	Basic assistance	Caritas - Pilot program. Contact: local coordinator	03/02/2025
Laguna	Rizal	Casile	886	María	Carn	García	Female	76	OTHER_CAPABILITY_BUILDING_SUPPORT	GAD Trainings	2-day workshop	Community Organization - Annual assistance. Contact: main branch	01/05/2022
Laguna	Siniloan	San Cristóbal	612	Juan	Reyes	Pérez	Male	38	SOCIAL_PENSION	Financial	"PHP 2,000"	Private Donor - Annual assistance. Contact: local coordinator	01/30/2023
Laguna	Victoria	San Miguel	561	Ana	Reyes	López	Male	69	EDUCATIONAL_ASSISTANCE	Food Assistance	Basic Groceries	DSWD - Special initiative. Contact: local coordinator	02/19/2024
Laguna	Cavinti	San Roque	201	Clara	López	Gómez	Female	51	SLP	Family Development Trainings	Week-long training	Provincial Government - Regular program. Contact: main branch	05/09/2024
Laguna	Luisiana	Puting Lupa	948	Janna	Pérez	López	Female	56	SUPPLEMENTAL_FEEDING	Job Fair	Standard package	Local Government - Annual assistance	03/30/2024
Laguna	Magdalena	Súcol	258	Juan	Gómez	García	Male	68	MEDICAL_SERVICES	Job Referral	Level 1 support	World Vision - Special initiative. Contact: main branch	05/26/2024
Laguna	San Pedro	Santo Domingo	480	María	García	Gómez	Male	24	KALAHI	Parent Effectiveness Trainings	Level 1 support	World Vision - Annual assistance. Contact: regional office	07/29/2022
Laguna	Calamba	Palingon	888	Miguel	Gómez	Galang	Male	59	KALAHI	Tutorial Sessions	Standard package	Red Cross - Emergency response. Contact: regional office	11/24/2024
Laguna	Magdalena	San Cristóbal	178	Pedro	Reyes	García	Female	61	OTHER_PROGRAM	Parent Effectiveness Trainings	Standard package	Red Cross - Pilot program. Contact: main branch	11/09/2024
Laguna	Famy	San Roque	757	María	García	Galang	Male	72	SLP	Family Development Trainings	1-day seminar	DOLE - Annual assistance. Contact: regional office	03/05/2021
Laguna	Liliw	San Miguel	123	Miguel	López	Reyes	Male	44	SLP	Alternative Learning System	Basic assistance	Red Cross - Special initiative. Contact: main branch	07/31/2021
Laguna	Santa Cruz	Masaya	342	Clara	Cruz	García	Female	67	PWD_ASSISTANCE	Dental Services	Level 1 support	UNICEF - Annual assistance. Contact: regional office	03/10/2021
Laguna	Majayjay	San Gregorio	171	James	López	Reyes	Male	40	AICS	GAD Trainings	2-day workshop	DA - Annual assistance. Contact: regional office	02/22/2024
Laguna	Famy	Turbina	845	Juan	García	García	Female	55	KALAHI	Medical Supplies	Crutches	USAID - Special initiative. Contact: main branch	01/12/2022
Laguna	Alaminos	Majada Labas	648	Clara	Reyes	Reyes	Male	75	KALAHI	Cash for Training	Level 1 support	UNICEF - Special initiative. Contact: local coordinator	08/12/2024
Laguna	Luisiana	Mapagong	59	James	Santos	Santos	Male	37	LIVELIHOOD_ASSISTANCE	Dental Services	Basic assistance	DA - Pilot program. Contact: main branch	10/13/2024
Laguna	Calamba	Barangay I (Poblacion)	705	Janna	García	Reyes	Male	44	PWD_ASSISTANCE	Mental Health Support	Level 1 support	DSWD - Emergency response	06/09/2022
Laguna	Biñan	San Roque	465	Miguel	Carn	Galang	Male	70	KALAHI	Honorarium	Basic assistance	DOH - Pilot program. Contact: local coordinator	03/09/2021
Laguna	Alaminos	Santo Domingo	780	Miguel	Gómez	Cruz	Male	77	LIVELIHOOD_ASSISTANCE	Insurance	Standard package	World Vision - Pilot program	07/17/2024
Laguna	Cabuyao	Sirang Lupa	260	Pedro	Santos	López	Female	25	OTHER_CAPABILITY_BUILDING_SUPPORT	Food Items	Food Pack	DOH - Emergency response. Contact: local coordinator	03/02/2024
Laguna	Famy	Real	373	James	Pérez	Reyes	Female	54	SLP	Food Items	Rice (10kg)	UNICEF - Annual assistance. Contact: regional office	12/22/2023
Laguna	Biñan	Saimsim	973	Janna	García	Cruz	Male	20	EDUCATIONAL_ASSISTANCE	Medical Supplies	Medical Kit	USAID - Annual assistance. Contact: regional office	06/10/2021
Laguna	Liliw	Masaya	95	Miguel	Carn	Pérez	Female	19	OTHER_PROGRAM	Transportation Allowance	Enhanced support	Provincial Government - Annual assistance	11/16/2023
Laguna	Bay	San Benito (Palita)	125	María	Gómez	Santos	Male	39	SUPPLEMENTAL_FEEDING	Mental Health Support	Level 1 support	DOH - Emergency response. Contact: regional office	01/29/2023
Laguna	Los Baños	San Ildefonso	41	James	Pérez	Santos	Male	23	LIVELIHOOD_ASSISTANCE	Mental Health Support	Enhanced support	Community Organization - Pilot program. Contact: main branch	12/02/2022
Laguna	San Pedro	Lingga	891	James	López	Gómez	Male	56	LIVELIHOOD_ASSISTANCE	Medical Supplies	Crutches	World Vision - Annual assistance. Contact: main branch	08/02/2024
Laguna	Liliw	San Ildefonso	254	Ana	Santos	Pérez	Male	57	MEDICAL_SERVICES	Cash for Work	Basic assistance	DepEd - Emergency response. Contact: main branch	01/09/2025
Laguna	Pangil	Looc	7	Pedro	García	Pérez	Male	53	DISASTER_RELIEF_ASSISTANCE	Voucher	Basic assistance	DOH - Emergency response. Contact: main branch	04/10/2023
Laguna	Mabitac	Palingon	471	Pedro	Cruz	Gómez	Female	61	LIVELIHOOD_ASSISTANCE	Skills Training	Carpentry	Red Cross - Pilot program. Contact: regional office	04/29/2023
Laguna	Cavinti	Santa Rosa	728	Clara	López	Pérez	Female	41	AICS	Food for Work	Basic assistance	Provincial Government - Pilot program. Contact: local coordinator	04/18/2023
Laguna	Santa Maria	Zapote	511	María	Carn	Galang	Female	29	OTHER_PROGRAM	Medical Assistance	Medical Kit	World Vision - Special initiative. Contact: local coordinator	09/06/2021
Laguna	Santa Maria	Zapote	581	Ana	Cruz	Pérez	Female	34	KALAHI	Leadership Skills Training	Enhanced support	USAID - Emergency response. Contact: regional office	01/20/2024
Laguna	Bay	Timbao	69	Clara	Reyes	Galang	Male	39	OTHER_PROGRAM	Capital/Starter Kit	Basic assistance	Private Donor - Annual assistance. Contact: regional office	11/26/2023
Laguna	Kalayaan	Zapote	81	Janna	López	Gómez	Female	71	PWD_ASSISTANCE	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Standard package	Local Government - Pilot program. Contact: main branch	10/28/2023
Laguna	Majayjay	Zapote	542	Clara	Gómez	Reyes	Male	36	SLP	Values Formation	1-day seminar	Provincial Government - Special initiative	03/10/2025
Laguna	Lumban	San José	585	Janna	López	Gómez	Male	26	AICS	Dental Services	Standard package	Red Cross - Emergency response	09/06/2024
Laguna	Kalayaan	Looc	262	María	Gómez	García	Female	29	SUPPLEMENTAL_FEEDING	Job Fair	Standard package	Private Donor - Pilot program. Contact: local coordinator	07/21/2021
Laguna	Pakil	Turbina	89	Miguel	García	Pérez	Female	77	KALAHI	Equipment/School Materials	Books	Private Donor - Regular program. Contact: regional office	04/25/2023
Laguna	Cabuyao	San Roque	915	Pedro	García	Pérez	Male	49	SOCIAL_PENSION	Activity Involvement/Advocacy	Enhanced support	DepEd - Annual assistance	06/28/2022
Laguna	Pila	Masili	208	Miguel	Carn	Santos	Male	70	DISASTER_RELIEF_ASSISTANCE	Burial Assistance	Basic assistance	USAID - Special initiative	07/03/2024
Laguna	Liliw	Palma	213	Janna	López	Gómez	Male	48	SOCIAL_PENSION	Insurance	Enhanced support	DepEd - Pilot program	06/10/2021
Laguna	Santa Cruz	Calo	834	María	García	Gómez	Female	34	PWD_ASSISTANCE	Tutorial Sessions	Standard package	Community Organization - Emergency response. Contact: regional office	11/20/2023
Laguna	Santa Cruz	Maunong	266	Miguel	Reyes	Cruz	Male	40	OTHER_PROGRAM	Scholarship Grants	Level 1 support	Caritas - Regular program. Contact: regional office	01/20/2025
Laguna	Pila	Puting Lupa	912	Clara	Gómez	García	Male	27	AICS	Activity Involvement/Advocacy	Basic assistance	Red Cross - Pilot program	09/19/2021
Laguna	Luisiana	Santa Rosa	293	Janna	Pérez	Santos	Male	47	SOCIAL_PENSION	Consultation/Medical Check-Up	"PHP 3,000"	DA - Regular program. Contact: regional office	01/10/2021
Laguna	Nagcarlan	San Miguel	207	Juan	Pérez	Reyes	Male	36	SUPPLEMENTAL_FEEDING	Transportation Allowance	Enhanced support	Local Government - Special initiative	12/16/2022
Laguna	Mabitac	Saimsim	333	James	Pérez	Pérez	Female	43	SUPPLEMENTAL_FEEDING	Burial Assistance	Basic assistance	World Vision - Special initiative	12/25/2021
Laguna	Mabitac	Maunong	77	Clara	García	Santos	Female	43	SLP	Capital/Starter Kit	Enhanced support	DepEd - Pilot program. Contact: local coordinator	07/23/2024
Laguna	San Pedro	San Andrés	288	Pedro	López	Galang	Male	28	EDUCATIONAL_ASSISTANCE	Voucher	Standard package	Provincial Government - Annual assistance	05/04/2021
Laguna	Bay	Turbina	47	Miguel	Pérez	Cruz	Female	37	LIVELIHOOD_ASSISTANCE	Burial Assistance	Basic assistance	DepEd - Emergency response	09/22/2022
Laguna	Pangil	Palma	622	Clara	Santos	Cruz	Male	71	LIVELIHOOD_ASSISTANCE	Voucher	Basic assistance	Anonymous Donor - Pilot program	09/25/2021
Laguna	San Pedro	Real	200	Juan	Cruz	Galang	Female	73	SUPPLEMENTAL_FEEDING	GAD Trainings	3-day conference	USAID - Regular program	10/05/2021
Laguna	Pakil	Turbina	427	María	López	Gómez	Female	62	AICS	Food Items	Basic Groceries	Local Government - Pilot program	10/21/2023
Laguna	Los Baños	Zapote	210	María	Gómez	Pérez	Female	21	PWD_ASSISTANCE	Medical Supplies	Wheelchair	USAID - Pilot program. Contact: local coordinator	03/17/2021
Laguna	Majayjay	Milagrosa	888	Clara	Reyes	Pérez	Female	64	EDUCATIONAL_ASSISTANCE	Honorarium	Enhanced support	Caritas - Annual assistance. Contact: main branch	06/10/2022
Laguna	Pagsanjan	Santo Tomás (Calabuso)	420	Juan	López	García	Male	29	MEDICAL_SERVICES	Tutorial Sessions	Enhanced support	DA - Pilot program. Contact: local coordinator	09/10/2022
Laguna	Rizal	Paciano Rizal	154	Miguel	Reyes	Galang	Male	42	SUPPLEMENTAL_FEEDING	Honorarium	Enhanced support	Anonymous Donor - Regular program	04/14/2024
Laguna	Calauan	Barangay IV (Poblacion)	522	Clara	López	Pérez	Male	73	AICS	Parent Effectiveness Trainings	Level 1 support	DSWD - Pilot program. Contact: regional office	11/26/2023
Laguna	San Pablo	San José	415	James	Pérez	Cruz	Female	75	OTHER_CAPABILITY_BUILDING_SUPPORT	Alternative Learning System	Basic assistance	DepEd - Special initiative. Contact: main branch	09/27/2021
Laguna	Pagsanjan	San José	353	James	Cruz	Pérez	Female	27	OTHER_PROGRAM	Activity Involvement/Advocacy	Standard package	Private Donor - Emergency response	01/02/2021
Laguna	Calamba	Paciano Rizal	157	Ana	Cruz	Reyes	Male	39	SOCIAL_PENSION	Vaccination	Standard package	Caritas - Emergency response. Contact: regional office	07/03/2024
Laguna	Santa Cruz	San Juan	261	Janna	Reyes	Pérez	Female	24	AICS	Skills Training	Sewing	DOLE - Emergency response. Contact: local coordinator	03/18/2025
Laguna	Cabuyao	San Vicente	77	Ana	López	García	Female	41	OTHER_CAPABILITY_BUILDING_SUPPORT	Medical Assistance	"PHP 5,000"	World Vision - Pilot program. Contact: local coordinator	07/27/2022
Laguna	Magdalena	Del Carmen	769	Miguel	Cruz	López	Male	19	SLP	Food for Work	Basic assistance	Private Donor - Regular program. Contact: local coordinator	10/18/2024
Laguna	Siniloan	Turbina	983	James	Carn	Santos	Female	49	LIVELIHOOD_ASSISTANCE	Dental Services	Standard package	Local Government - Regular program. Contact: local coordinator	02/05/2024
Laguna	Cabuyao	Timbao	488	Juan	López	López	Male	38	OTHER_CAPABILITY_BUILDING_SUPPORT	Food Items	Basic Groceries	UNICEF - Pilot program. Contact: regional office	03/03/2024
Laguna	Pakil	Casile	131	Janna	Cruz	Reyes	Female	78	SUPPLEMENTAL_FEEDING	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Enhanced support	DOLE - Emergency response	12/03/2024
Laguna	Liliw	San Juan	579	Miguel	Santos	López	Male	24	SLP	Food for Work	Basic assistance	DOLE - Special initiative. Contact: main branch	01/14/2025
Laguna	San Pablo	San Juan	455	Juan	Santos	Pérez	Female	25	DISASTER_RELIEF_ASSISTANCE	Voucher	Level 1 support	UNICEF - Special initiative. Contact: main branch	06/19/2022
Laguna	Pila	Santo Tomás (Calabuso)	740	Miguel	Carn	García	Female	70	MEDICAL_SERVICES	GAD Trainings	3-day conference	DA - Special initiative. Contact: local coordinator	12/17/2021
Laguna	Biñan	Majada Labas	163	Ana	Cruz	Cruz	Female	68	SOCIAL_PENSION	Honorarium	Enhanced support	Private Donor - Annual assistance	11/18/2023
Laguna	Santa Cruz	Pansol	15	María	Santos	Cruz	Female	55	KALAHI	GAD Trainings	2-day workshop	Red Cross - Regular program. Contact: regional office	06/21/2022
Laguna	Calamba	Looc	232	Juan	Pérez	Reyes	Female	38	LIVELIHOOD_ASSISTANCE	Scholarship Grants	Level 1 support	Anonymous Donor - Pilot program. Contact: main branch	05/17/2023
Laguna	Calauan	Barangay III (Poblacion)	195	Ana	López	López	Male	25	OTHER_CAPABILITY_BUILDING_SUPPORT	Technical Skills Training	Enhanced support	Provincial Government - Pilot program	12/25/2023
Laguna	Pangil	San Juan	861	Ana	García	Gómez	Female	74	DISASTER_RELIEF_ASSISTANCE	Technical Skills Training	Standard package	Red Cross - Regular program. Contact: main branch	05/02/2024
Laguna	Pila	Santo Domingo	542	Ana	Cruz	Gómez	Male	42	LIVELIHOOD_ASSISTANCE	Vaccination	Basic assistance	Private Donor - Regular program. Contact: regional office	05/15/2024
Laguna	Famy	San Juan	359	María	Gómez	García	Male	45	SUPPLEMENTAL_FEEDING	GAD Trainings	Week-long training	UNICEF - Pilot program. Contact: local coordinator	08/15/2024
Laguna	Cavinti	Barangay IV (Poblacion)	850	María	Carn	Santos	Male	45	OTHER_CAPABILITY_BUILDING_SUPPORT	Technical Skills Training	Standard package	Red Cross - Annual assistance. Contact: local coordinator	11/30/2023
Laguna	Pangil	Punta	331	Clara	Cruz	Pérez	Female	71	KALAHI	Alternative Learning System	Level 1 support	DA - Emergency response. Contact: local coordinator	04/09/2022
Laguna	Liliw	San Gregorio	427	María	Reyes	López	Male	48	AICS	Job Fair	Enhanced support	Provincial Government - Pilot program	01/23/2021
Laguna	Calauan	Real	497	Janna	Reyes	Gómez	Female	69	LIVELIHOOD_ASSISTANCE	Family Development Trainings	2-day workshop	Private Donor - Special initiative. Contact: main branch	11/20/2022
Laguna	Mabitac	Zapote	828	María	Santos	Gómez	Female	53	AICS	Leadership Skills Training	Basic assistance	World Vision - Annual assistance. Contact: local coordinator	05/08/2021
Laguna	Cabuyao	Zapote	486	María	Gómez	López	Female	42	OTHER_CAPABILITY_BUILDING_SUPPORT	Burial Assistance	Basic assistance	DOH - Annual assistance. Contact: regional office	07/10/2024
Laguna	Santa Rosa	San Gregorio	808	María	Reyes	Santos	Male	69	KALAHI	Honorarium	Standard package	Caritas - Pilot program. Contact: main branch	02/04/2021
Laguna	San Pedro	Barangay IV (Poblacion)	449	Miguel	Carn	Galang	Female	73	SUPPLEMENTAL_FEEDING	Agricultural and Fisheries	Standard package	UNICEF - Annual assistance	05/02/2022
Laguna	Lumban	Maunong	413	Juan	Gómez	Pérez	Female	58	KALAHI	Financial	"PHP 1,500"	Caritas - Emergency response. Contact: regional office	04/11/2021
Laguna	Pakil	Zapote	330	María	Santos	Reyes	Female	54	MEDICAL_SERVICES	Transportation Allowance	Level 1 support	DepEd - Pilot program. Contact: regional office	01/07/2023
Laguna	Nagcarlan	San Cristóbal	732	Janna	Carn	Pérez	Male	78	PWD_ASSISTANCE	Burial Assistance	Enhanced support	DA - Regular program. Contact: regional office	01/11/2023
Laguna	Rizal	Santo Domingo	889	Miguel	López	García	Male	55	MEDICAL_SERVICES	Food Assistance	Basic Groceries	Anonymous Donor - Special initiative. Contact: main branch	09/03/2022
Laguna	Cavinti	Palma	991	Ana	Carn	Reyes	Male	68	OTHER_CAPABILITY_BUILDING_SUPPORT	Job Referral	Enhanced support	Caritas - Emergency response. Contact: regional office	01/11/2024
Laguna	Cabuyao	Barangay I (Poblacion)	147	Juan	Reyes	Santos	Male	29	OTHER_CAPABILITY_BUILDING_SUPPORT	Parent Effectiveness Trainings	Basic assistance	UNICEF - Pilot program. Contact: local coordinator	09/02/2024
Laguna	Siniloan	Zapote	259	James	López	García	Female	54	EDUCATIONAL_ASSISTANCE	Medical Supplies	"PHP 3,000"	Private Donor - Emergency response	11/26/2021
Laguna	Mabitac	San Agustín (Antipolo)	292	Miguel	Reyes	Cruz	Male	54	OTHER_CAPABILITY_BUILDING_SUPPORT	Cash for Training	Level 1 support	World Vision - Special initiative. Contact: main branch	07/15/2021
Laguna	Biñan	Calo	811	María	Carn	Cruz	Female	48	PWD_ASSISTANCE	Capital/Starter Kit	Basic assistance	Red Cross - Annual assistance	02/18/2022
Laguna	San Pablo	San Gregorio	143	Miguel	Reyes	Pérez	Male	79	DISASTER_RELIEF_ASSISTANCE	Honorarium	Enhanced support	DOLE - Special initiative. Contact: main branch	03/13/2025
Laguna	Calamba	Saimsim	993	Clara	Gómez	García	Female	35	AICS	Financial	"PHP 3,000"	DOLE - Pilot program	02/13/2025
Laguna	Majayjay	Makiling	937	Clara	Reyes	Reyes	Male	43	SLP	Food Assistance	Canned Goods (10 pcs)	DepEd - Special initiative. Contact: main branch	03/09/2021
Laguna	Santa Cruz	Turbina	747	Miguel	Reyes	Reyes	Male	23	SUPPLEMENTAL_FEEDING	Agricultural and Fisheries	Basic assistance	USAID - Pilot program	11/17/2024
Laguna	Rizal	San Andrés	627	Ana	Cruz	Cruz	Male	26	SOCIAL_PENSION	Surgical Procedures	Wheelchair	Caritas - Emergency response. Contact: regional office	07/20/2024
Laguna	Pakil	Zapote	365	Ana	López	Cruz	Female	28	OTHER_CAPABILITY_BUILDING_SUPPORT	Parent Effectiveness Trainings	Enhanced support	Local Government - Regular program. Contact: local coordinator	08/15/2024
Laguna	Cabuyao	Saimsim	90	Juan	Gómez	Santos	Female	48	MEDICAL_SERVICES	Food for Work	Basic assistance	UNICEF - Annual assistance	05/21/2023
Laguna	San Pablo	Maunong	720	Clara	López	García	Male	72	EDUCATIONAL_ASSISTANCE	Medical Assistance	"PHP 3,000"	Local Government - Regular program. Contact: main branch	05/21/2023
Laguna	Victoria	San Benito (Palita)	164	James	Pérez	Reyes	Male	63	EDUCATIONAL_ASSISTANCE	Food Assistance	Rice (5kg)	UNICEF - Annual assistance. Contact: regional office	05/21/2021
Laguna	San Pablo	San Gregorio	481	Pedro	López	Gómez	Male	73	MEDICAL_SERVICES	Food for Work	Basic assistance	UNICEF - Special initiative. Contact: local coordinator	07/04/2021
Laguna	Bay	San Vicente	84	Clara	Pérez	Santos	Male	19	OTHER_PROGRAM	Surgical Procedures	"PHP 10,000"	World Vision - Annual assistance	04/27/2024
Laguna	Victoria	Mayapa	77	Miguel	Carn	Reyes	Male	76	OTHER_CAPABILITY_BUILDING_SUPPORT	Family Development Trainings	1-day seminar	USAID - Pilot program. Contact: regional office	11/09/2023
Laguna	Paete	Saimsim	673	Clara	Pérez	Cruz	Male	46	AICS	Job Fair	Level 1 support	DepEd - Emergency response	03/22/2021
Laguna	Pagsanjan	Zapote	517	Janna	Pérez	García	Female	63	EDUCATIONAL_ASSISTANCE	Tutorial Sessions	Standard package	DOLE - Emergency response	05/13/2022
Laguna	Santa Rosa	San Antonio	485	Pedro	García	Galang	Female	74	DISASTER_RELIEF_ASSISTANCE	Alternative Learning System	Enhanced support	DepEd - Emergency response	04/15/2025
Laguna	Santa Rosa	Looc	590	Ana	Carn	García	Female	68	KALAHI	Skills Training	Sewing	DepEd - Emergency response. Contact: regional office	08/06/2021
Laguna	Pagsanjan	Súcol	603	Pedro	López	López	Female	59	SUPPLEMENTAL_FEEDING	Leadership Skills Training	Enhanced support	DSWD - Pilot program. Contact: regional office	06/09/2022
Laguna	Nagcarlan	Paciano Rizal	599	Clara	Santos	Gómez	Female	22	AICS	Honorarium	Enhanced support	Anonymous Donor - Emergency response. Contact: local coordinator	09/23/2024
Laguna	Mabitac	Parian	782	Ana	Reyes	Gómez	Female	79	DISASTER_RELIEF_ASSISTANCE	Cash for Training	Enhanced support	UNICEF - Annual assistance	05/01/2021
Laguna	Pagsanjan	Calo	104	Pedro	Reyes	Gómez	Male	40	SLP	Surgical Procedures	Medical Kit	Local Government - Annual assistance. Contact: main branch	04/14/2022
Laguna	Pila	Puting Lupa	452	Ana	García	Galang	Male	53	SLP	Burial Assistance	Standard package	Community Organization - Regular program. Contact: main branch	10/27/2024
Laguna	San Pablo	Masaya	487	Ana	Santos	Pérez	Male	24	EDUCATIONAL_ASSISTANCE	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Standard package	Community Organization - Regular program	02/14/2025
Laguna	Lumban	San José	339	Juan	Cruz	Pérez	Male	73	OTHER_CAPABILITY_BUILDING_SUPPORT	Capital/Starter Kit	Level 1 support	World Vision - Regular program. Contact: main branch	06/28/2021
Laguna	Luisiana	San Ildefonso	687	James	Pérez	Santos	Male	30	SOCIAL_PENSION	Medical Assistance	Crutches	DA - Special initiative. Contact: main branch	04/21/2021
Laguna	Victoria	San Benito (Palita)	566	Ana	Gómez	Galang	Female	59	AICS	Mental Health Support	Standard package	Provincial Government - Regular program. Contact: regional office	01/09/2021
Laguna	Santa Cruz	San José	900	Janna	Carn	Galang	Female	79	MEDICAL_SERVICES	Job Referral	Basic assistance	Provincial Government - Pilot program. Contact: main branch	08/10/2021
Laguna	Calauan	San Miguel	478	Clara	Cruz	Santos	Female	27	OTHER_CAPABILITY_BUILDING_SUPPORT	Vaccination	Level 1 support	Provincial Government - Special initiative	03/08/2023
Laguna	Pangil	Súcol	723	Clara	Santos	García	Female	53	EDUCATIONAL_ASSISTANCE	Alternative Learning System	Standard package	Anonymous Donor - Emergency response. Contact: main branch	05/11/2023
Laguna	Cabuyao	Calo	607	Janna	García	Santos	Female	33	SLP	Family Development Trainings	Week-long training	UNICEF - Special initiative. Contact: main branch	09/14/2022
Laguna	Pagsanjan	Santo Domingo	223	María	Santos	López	Male	32	SUPPLEMENTAL_FEEDING	Food Assistance	Rice (5kg)	DOH - Emergency response. Contact: local coordinator	02/06/2024
Laguna	Majayjay	Santo Domingo	9	Ana	García	Cruz	Female	70	SUPPLEMENTAL_FEEDING	Parent Effectiveness Trainings	Standard package	UNICEF - Emergency response. Contact: local coordinator	09/22/2024
Laguna	Lumban	San José	53	Miguel	Cruz	Pérez	Female	60	DISASTER_RELIEF_ASSISTANCE	Medical Supplies	Medical Kit	DOLE - Annual assistance. Contact: regional office	07/23/2021
Laguna	Cabuyao	Palma	77	Ana	Cruz	Cruz	Female	36	PWD_ASSISTANCE	Skills Training	Cooking	Provincial Government - Emergency response. Contact: main branch	06/11/2022
Laguna	Victoria	San Andrés	718	Ana	Gómez	Pérez	Male	38	OTHER_PROGRAM	Agricultural and Fisheries	Level 1 support	Local Government - Annual assistance. Contact: regional office	03/29/2022
Laguna	Rizal	Parian	503	Miguel	Santos	Galang	Male	73	SUPPLEMENTAL_FEEDING	Skills Training	Carpentry	Anonymous Donor - Special initiative. Contact: local coordinator	08/04/2023
Laguna	Nagcarlan	Calo	316	Pedro	Santos	Gómez	Male	52	AICS	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Standard package	Red Cross - Regular program. Contact: regional office	07/14/2021
Laguna	Rizal	Paciano Rizal	814	Ana	Pérez	Santos	Male	32	SLP	Honorarium	Level 1 support	Provincial Government - Special initiative. Contact: local coordinator	09/18/2021
Laguna	Alaminos	San Gregorio	822	Ana	Reyes	Santos	Male	65	OTHER_CAPABILITY_BUILDING_SUPPORT	Capital/Starter Kit	Basic assistance	Private Donor - Special initiative. Contact: main branch	05/16/2023
Laguna	Paete	San Juan	842	Janna	García	Santos	Male	31	AICS	Medical Supplies	"PHP 5,000"	Private Donor - Regular program	10/30/2023
